	HAU.prot	JGIv1.prot	JGIv2.prot
OG0065550	Ghir_D13G025640.1		
OG0065551	Ghir_D13G025640.3		
OG0065552	Ghir_D13G025660.2		
OG0065553	Ghir_D13G025670.1		
OG0065554	Ghir_A04G000040.1		
OG0065555	Ghir_A04G000050.1		
OG0065556	Ghir_A04G000060.2		
OG0065557	Ghir_A04G000080.1		
OG0065558	Ghir_A04G000110.1		
OG0065559	Ghir_A04G000130.1		
OG0065560	Ghir_A04G000160.1		
OG0065561	Ghir_A04G000170.1		
OG0065562	Ghir_A04G000210.1		
OG0065563	Ghir_A04G000230.2		
OG0065564	Ghir_A04G000230.3		
OG0065565	Ghir_A04G000230.1		
OG0065566	Ghir_A04G000280.1		
OG0065567	Ghir_A04G000310.1		
OG0065568	Ghir_A04G000340.1		
OG0065569	Ghir_A04G000340.2		
OG0065570	Ghir_A04G000340.3		
OG0065571	Ghir_A04G000350.3		
OG0065572	Ghir_A04G000380.1		
OG0065573	Ghir_A04G000380.2		
OG0065574	Ghir_A04G000390.1		
OG0065575	Ghir_A04G000430.1		
OG0065576	Ghir_A04G000440.1		
OG0065577	Ghir_A04G000450.1		
OG0065578	Ghir_A04G000470.2		
OG0065579	Ghir_A04G000480.2		
OG0065580	Ghir_A04G000500.1		
OG0065581	Ghir_A04G000520.1		
OG0065582	Ghir_A04G000530.3		
OG0065583	Ghir_A04G000550.1		
OG0065584	Ghir_A04G000580.2		
OG0065585	Ghir_A04G000610.2		
OG0065586	Ghir_A04G000620.3		
OG0065587	Ghir_A04G000620.4		
OG0065588	Ghir_A04G000620.5		
OG0065589	Ghir_A04G000660.1		
OG0065590	Ghir_A04G000660.3		
OG0065591	Ghir_A04G000660.4		
OG0065592	Ghir_A04G000680.2		
OG0065593	Ghir_A04G000680.3		
OG0065594	Ghir_A04G000680.4		
OG0065595	Ghir_A04G000680.5		
OG0065596	Ghir_A04G000680.6		
OG0065597	Ghir_A04G000680.7		
OG0065598	Ghir_A04G000760.1		
OG0065599	Ghir_A04G000870.1		
OG0065600	Ghir_A04G000890.1		
OG0065601	Ghir_A04G000970.1		
OG0065602	Ghir_A04G001080.1		
OG0065603	Ghir_A04G001080.3		
OG0065604	Ghir_A04G001080.4		
OG0065605	Ghir_A04G001110.2		
OG0065606	Ghir_A04G001120.1		
OG0065607	Ghir_A04G001140.2		
OG0065608	Ghir_A04G001180.1		
OG0065609	Ghir_A04G001190.1		
OG0065610	Ghir_A04G001200.1		
OG0065611	Ghir_A04G001210.1		
OG0065612	Ghir_A04G001220.1		
OG0065613	Ghir_A04G001220.2		
OG0065614	Ghir_A04G001230.1		
OG0065615	Ghir_A04G001240.1		
OG0065616	Ghir_A04G001260.3		
OG0065617	Ghir_A04G001280.1		
OG0065618	Ghir_A04G001300.1		
OG0065619	Ghir_A04G001320.1		
OG0065620	Ghir_A04G001330.3		
OG0065621	Ghir_A04G001330.5		
OG0065622	Ghir_A04G001340.1		
OG0065623	Ghir_A04G001360.1		
OG0065624	Ghir_A04G001360.2		
OG0065625	Ghir_A04G001390.1		
OG0065626	Ghir_A04G001420.1		
OG0065627	Ghir_A04G001450.1		
OG0065628	Ghir_A04G001480.2		
OG0065629	Ghir_A04G001480.3		
OG0065630	Ghir_A04G001490.1		
OG0065631	Ghir_A04G001500.1		
OG0065632	Ghir_A04G001520.1		
OG0065633	Ghir_A04G001530.2		
OG0065634	Ghir_A04G001540.1		
OG0065635	Ghir_A04G001550.1		
OG0065636	Ghir_A04G001560.1		
OG0065637	Ghir_A04G001570.1		
OG0065638	Ghir_A04G001600.1		
OG0065639	Ghir_A04G001650.2		
OG0065640	Ghir_A04G001670.3		
OG0065641	Ghir_A04G001670.2		
OG0065642	Ghir_A04G001680.1		
OG0065643	Ghir_A04G001740.2		
OG0065644	Ghir_A04G001770.1		
OG0065645	Ghir_A04G001860.1		
OG0065646	Ghir_A04G001890.1		
OG0065647	Ghir_A04G001900.1		
OG0065648	Ghir_A04G001910.1		
OG0065649	Ghir_A04G002060.1		
OG0065650	Ghir_A04G002070.1		
OG0065651	Ghir_A04G002100.2		
OG0065652	Ghir_A04G002130.1		
OG0065653	Ghir_A04G002140.1		
OG0065654	Ghir_A04G002150.1		
OG0065655	Ghir_A04G002160.1		
OG0065656	Ghir_A04G002180.1		
OG0065657	Ghir_A04G002180.2		
OG0065658	Ghir_A04G002200.1		
OG0065659	Ghir_A04G002210.3		
OG0065660	Ghir_A04G002230.4		
OG0065661	Ghir_A04G002240.1		
OG0065662	Ghir_A04G002250.1		
OG0065663	Ghir_A04G002260.1		
OG0065664	Ghir_A04G002270.1		
OG0065665	Ghir_A04G002300.1		
OG0065666	Ghir_A04G002340.1		
OG0065667	Ghir_A04G002350.1		
OG0065668	Ghir_A04G002350.2		
OG0065669	Ghir_A04G002360.1		
OG0065670	Ghir_A04G002370.1		
OG0065671	Ghir_A04G002380.1		
OG0065672	Ghir_A04G002410.1		
OG0065673	Ghir_A04G002460.1		
OG0065674	Ghir_A04G002490.2		
OG0065675	Ghir_A04G002510.1		
OG0065676	Ghir_A04G002550.1		
OG0065677	Ghir_A04G002570.1		
OG0065678	Ghir_A04G002580.1		
OG0065679	Ghir_A04G002590.3		
OG0065680	Ghir_A04G002600.1		
OG0065681	Ghir_A04G002620.1		
OG0065682	Ghir_A04G002630.1		
OG0065683	Ghir_A04G002650.1		
OG0065684	Ghir_A04G002680.2		
OG0065685	Ghir_A04G002690.2		
OG0065686	Ghir_A04G002710.1		
OG0065687	Ghir_A04G002720.1		
OG0065688	Ghir_A04G002760.1		
OG0065689	Ghir_A04G002770.1		
OG0065690	Ghir_A04G002780.1		
OG0065691	Ghir_A04G002800.1		
OG0065692	Ghir_A04G002830.1		
OG0065693	Ghir_A04G002860.3		
OG0065694	Ghir_A04G002890.1		
OG0065695	Ghir_A04G002910.1		
OG0065696	Ghir_A04G002920.1		
OG0065697	Ghir_A04G002930.1		
OG0065698	Ghir_A04G002990.1		
OG0065699	Ghir_A04G002990.2		
OG0065700	Ghir_A04G003050.1		
OG0065701	Ghir_A04G003090.1		
OG0065702	Ghir_A04G003100.1		
OG0065703	Ghir_A04G003110.1		
OG0065704	Ghir_A04G003120.1		
OG0065705	Ghir_A04G003130.1		
OG0065706	Ghir_A04G003200.3		
OG0065707	Ghir_A04G003200.1		
OG0065708	Ghir_A04G003220.1		
OG0065709	Ghir_A04G003330.1		
OG0065710	Ghir_A04G003350.3		
OG0065711	Ghir_A04G003350.1		
OG0065712	Ghir_A04G003360.1		
OG0065713	Ghir_A04G003370.2		
OG0065714	Ghir_A04G003380.1		
OG0065715	Ghir_A04G003400.1		
OG0065716	Ghir_A04G003440.1		
OG0065717	Ghir_A04G003480.2		
OG0065718	Ghir_A04G003490.1		
OG0065719	Ghir_A04G003510.2		
OG0065720	Ghir_A04G003510.3		
OG0065721	Ghir_A04G003550.1		
OG0065722	Ghir_A04G003560.1		
OG0065723	Ghir_A04G003580.1		
OG0065724	Ghir_A04G003590.2		
OG0065725	Ghir_A04G003600.2		
OG0065726	Ghir_A04G003650.2		
OG0065727	Ghir_A04G003660.1		
OG0065728	Ghir_A04G003690.2		
OG0065729	Ghir_A04G003700.3		
OG0065730	Ghir_A04G003700.4		
OG0065731	Ghir_A04G003700.6		
OG0065732	Ghir_A04G003720.1		
OG0065733	Ghir_A04G003730.1		
OG0065734	Ghir_A04G003750.2		
OG0065735	Ghir_A04G003750.3		
OG0065736	Ghir_A04G003750.4		
OG0065737	Ghir_A04G003750.5		
OG0065738	Ghir_A04G003770.2		
OG0065739	Ghir_A04G003780.1		
OG0065740	Ghir_A04G003790.1		
OG0065741	Ghir_A04G003800.1		
OG0065742	Ghir_A04G003820.1		
OG0065743	Ghir_A04G003830.1		
OG0065744	Ghir_A04G003850.1		
OG0065745	Ghir_A04G003860.1		
OG0065746	Ghir_A04G003870.2		
OG0065747	Ghir_A04G003880.1		
OG0065748	Ghir_A04G003890.1		
OG0065749	Ghir_A04G003910.6		
OG0065750	Ghir_A04G003910.7		
OG0065751	Ghir_A04G003910.8		
OG0065752	Ghir_A04G003910.2		
OG0065753	Ghir_A04G003910.4		
OG0065754	Ghir_A04G003970.1		
OG0065755	Ghir_A04G003990.1		
OG0065756	Ghir_A04G004060.1		
OG0065757	Ghir_A04G004110.1		
OG0065758	Ghir_A04G004130.1		
OG0065759	Ghir_A04G004150.1		
OG0065760	Ghir_A04G004150.2		
OG0065761	Ghir_A04G004190.1		
OG0065762	Ghir_A04G004200.1		
OG0065763	Ghir_A04G004260.1		
OG0065764	Ghir_A04G004350.1		
OG0065765	Ghir_A04G004380.2		
OG0065766	Ghir_A04G004440.5		
OG0065767	Ghir_A04G004480.1		
OG0065768	Ghir_A04G004520.2		
OG0065769	Ghir_A04G004530.2		
OG0065770	Ghir_A04G004560.1		
OG0065771	Ghir_A04G004570.1		
OG0065772	Ghir_A04G004590.1		
OG0065773	Ghir_A04G004600.1		
OG0065774	Ghir_A04G004610.1		
OG0065775	Ghir_A04G004640.1		
OG0065776	Ghir_A04G004670.2		
OG0065777	Ghir_A04G004680.1		
OG0065778	Ghir_A04G004710.2		
OG0065779	Ghir_A04G004720.3		
OG0065780	Ghir_A04G004750.2		
OG0065781	Ghir_A04G004750.1		
OG0065782	Ghir_A04G004800.1		
OG0065783	Ghir_A04G004850.4		
OG0065784	Ghir_A04G004850.5		
OG0065785	Ghir_A04G004870.1		
OG0065786	Ghir_A04G004890.1		
OG0065787	Ghir_A04G004920.1		
OG0065788	Ghir_A04G004940.1		
OG0065789	Ghir_A04G004950.2		
OG0065790	Ghir_A04G004950.6		
OG0065791	Ghir_A04G004950.8		
OG0065792	Ghir_A04G004950.7		
OG0065793	Ghir_A04G004950.5		
OG0065794	Ghir_A04G004990.1		
OG0065795	Ghir_A04G005000.1		
OG0065796	Ghir_A04G005010.1		
OG0065797	Ghir_A04G005020.2		
OG0065798	Ghir_A04G005030.1		
OG0065799	Ghir_A04G005040.1		
OG0065800	Ghir_A04G005070.1		
OG0065801	Ghir_A04G005120.1		
OG0065802	Ghir_A04G005130.3		
OG0065803	Ghir_A04G005130.5		
OG0065804	Ghir_A04G005130.2		
OG0065805	Ghir_A04G005130.1		
OG0065806	Ghir_A04G005140.2		
OG0065807	Ghir_A04G005150.2		
OG0065808	Ghir_A04G005160.1		
OG0065809	Ghir_A04G005200.1		
OG0065810	Ghir_A04G005230.2		
OG0065811	Ghir_A04G005230.3		
OG0065812	Ghir_A04G005270.2		
OG0065813	Ghir_A04G005280.1		
OG0065814	Ghir_A04G005300.1		
OG0065815	Ghir_A04G005310.2		
OG0065816	Ghir_A04G005320.1		
OG0065817	Ghir_A04G005330.1		
OG0065818	Ghir_A04G005350.1		
OG0065819	Ghir_A04G005360.1		
OG0065820	Ghir_A04G005380.2		
OG0065821	Ghir_A04G005380.5		
OG0065822	Ghir_A04G005380.1		
OG0065823	Ghir_A04G005390.1		
OG0065824	Ghir_A04G005400.2		
OG0065825	Ghir_A04G005400.3		
OG0065826	Ghir_A04G005410.1		
OG0065827	Ghir_A04G005460.1		
OG0065828	Ghir_A04G005550.1		
OG0065829	Ghir_A04G005580.1		
OG0065830	Ghir_A04G005590.1		
OG0065831	Ghir_A04G005590.2		
OG0065832	Ghir_A04G005590.4		
OG0065833	Ghir_A04G005600.2		
OG0065834	Ghir_A04G005600.5		
OG0065835	Ghir_A04G005600.7		
OG0065836	Ghir_A04G005600.8		
OG0065837	Ghir_A04G005610.1		
OG0065838	Ghir_A04G005630.3		
OG0065839	Ghir_A04G005640.4		
OG0065840	Ghir_A04G005640.3		
OG0065841	Ghir_A04G005700.1		
OG0065842	Ghir_A04G005750.1		
OG0065843	Ghir_A04G005750.2		
OG0065844	Ghir_A04G005750.3		
OG0065845	Ghir_A04G005750.4		
OG0065846	Ghir_A04G005750.5		
OG0065847	Ghir_A04G005750.6		
OG0065848	Ghir_A04G005760.1		
OG0065849	Ghir_A04G005770.1		
OG0065850	Ghir_A04G005790.1		
OG0065851	Ghir_A04G005810.1		
OG0065852	Ghir_A04G005860.1		
OG0065853	Ghir_A04G005900.1		
OG0065854	Ghir_A04G005950.1		
OG0065855	Ghir_A04G005960.1		
OG0065856	Ghir_A04G005960.2		
OG0065857	Ghir_A04G005980.1		
OG0065858	Ghir_A04G005990.1		
OG0065859	Ghir_A04G006000.1		
OG0065860	Ghir_A04G006010.2		
OG0065861	Ghir_A04G006020.1		
OG0065862	Ghir_A04G006030.1		
OG0065863	Ghir_A04G006040.2		
OG0065864	Ghir_A04G006100.2		
OG0065865	Ghir_A04G006100.3		
OG0065866	Ghir_A04G006110.1		
OG0065867	Ghir_A04G006140.2		
OG0065868	Ghir_A04G006150.1		
OG0065869	Ghir_A04G006160.1		
OG0065870	Ghir_A04G006160.2		
OG0065871	Ghir_A04G006160.3		
OG0065872	Ghir_A04G006160.4		
OG0065873	Ghir_A04G006160.5		
OG0065874	Ghir_A04G006160.6		
OG0065875	Ghir_A04G006170.2		
OG0065876	Ghir_A04G006170.3		
OG0065877	Ghir_A04G006170.1		
OG0065878	Ghir_A04G006180.1		
OG0065879	Ghir_A04G006230.1		
OG0065880	Ghir_A04G006270.2		
OG0065881	Ghir_A04G006280.1		
OG0065882	Ghir_A04G006300.2		
OG0065883	Ghir_A04G006310.1		
OG0065884	Ghir_A04G006340.1		
OG0065885	Ghir_A04G006350.1		
OG0065886	Ghir_A04G006370.1		
OG0065887	Ghir_A04G006400.1		
OG0065888	Ghir_A04G006420.3		
OG0065889	Ghir_A04G006420.4		
OG0065890	Ghir_A04G006440.2		
OG0065891	Ghir_A04G006460.1		
OG0065892	Ghir_A04G006480.1		
OG0065893	Ghir_A04G006480.3		
OG0065894	Ghir_A04G006490.2		
OG0065895	Ghir_A04G006510.1		
OG0065896	Ghir_A04G006530.1		
OG0065897	Ghir_A04G006570.1		
OG0065898	Ghir_A04G006600.1		
OG0065899	Ghir_A04G006610.1		
OG0065900	Ghir_A04G006610.2		
OG0065901	Ghir_A04G006630.1		
OG0065902	Ghir_A04G006640.1		
OG0065903	Ghir_A04G006650.1		
OG0065904	Ghir_A04G006710.3		
OG0065905	Ghir_A04G006710.4		
OG0065906	Ghir_A04G006730.1		
OG0065907	Ghir_A04G006770.1		
OG0065908	Ghir_A04G006780.1		
OG0065909	Ghir_A04G006810.1		
OG0065910	Ghir_A04G006830.2		
OG0065911	Ghir_A04G006830.4		
OG0065912	Ghir_A04G006830.5		
OG0065913	Ghir_A04G006830.6		
OG0065914	Ghir_A04G006830.7		
OG0065915	Ghir_A04G006850.1		
OG0065916	Ghir_A04G006870.1		
OG0065917	Ghir_A04G006880.1		
OG0065918	Ghir_A04G006910.3		
OG0065919	Ghir_A04G006910.4		
OG0065920	Ghir_A04G006910.5		
OG0065921	Ghir_A04G006930.1		
OG0065922	Ghir_A04G006960.5		
OG0065923	Ghir_A04G007040.1		
OG0065924	Ghir_A04G007060.3		
OG0065925	Ghir_A04G007060.1		
OG0065926	Ghir_A04G007060.2		
OG0065927	Ghir_A04G007060.4		
OG0065928	Ghir_A04G007080.1		
OG0065929	Ghir_A04G007110.1		
OG0065930	Ghir_A04G007140.2		
OG0065931	Ghir_A04G007150.1		
OG0065932	Ghir_A04G007160.3		
OG0065933	Ghir_A04G007160.2		
OG0065934	Ghir_A04G007170.1		
OG0065935	Ghir_A04G007170.2		
OG0065936	Ghir_A04G007190.2		
OG0065937	Ghir_A04G007220.1		
OG0065938	Ghir_A04G007230.1		
OG0065939	Ghir_A04G007270.4		
OG0065940	Ghir_A04G007280.1		
OG0065941	Ghir_A04G007290.1		
OG0065942	Ghir_A04G007320.1		
OG0065943	Ghir_A04G007320.2		
OG0065944	Ghir_A04G007350.5		
OG0065945	Ghir_A04G007380.1		
OG0065946	Ghir_A04G007400.1		
OG0065947	Ghir_A04G007420.1		
OG0065948	Ghir_A04G007430.1		
OG0065949	Ghir_A04G007440.1		
OG0065950	Ghir_A04G007490.2		
OG0065951	Ghir_A04G007510.2		
OG0065952	Ghir_A04G007520.2		
OG0065953	Ghir_A04G007530.1		
OG0065954	Ghir_A04G007550.1		
OG0065955	Ghir_A04G007560.2		
OG0065956	Ghir_A04G007560.3		
OG0065957	Ghir_A04G007570.1		
OG0065958	Ghir_A04G007610.2		
OG0065959	Ghir_A04G007610.4		
OG0065960	Ghir_A04G007650.1		
OG0065961	Ghir_A04G007680.1		
OG0065962	Ghir_A04G007710.1		
OG0065963	Ghir_A04G007720.3		
OG0065964	Ghir_A04G007720.4		
OG0065965	Ghir_A04G007730.1		
OG0065966	Ghir_A04G007770.1		
OG0065967	Ghir_A04G007780.2		
OG0065968	Ghir_A04G007780.4		
OG0065969	Ghir_A04G007780.6		
OG0065970	Ghir_A04G007780.7		
OG0065971	Ghir_A04G007800.1		
OG0065972	Ghir_A04G007830.2		
OG0065973	Ghir_A04G007860.1		
OG0065974	Ghir_A04G007890.1		
OG0065975	Ghir_A04G007950.1		
OG0065976	Ghir_A04G007960.1		
OG0065977	Ghir_A04G007980.1		
OG0065978	Ghir_A04G008000.1		
OG0065979	Ghir_A04G008010.1		
OG0065980	Ghir_A04G008030.1		
OG0065981	Ghir_A04G008040.1		
OG0065982	Ghir_A04G008050.1		
OG0065983	Ghir_A04G008060.1		
OG0065984	Ghir_A04G008060.3		
OG0065985	Ghir_A04G008060.5		
OG0065986	Ghir_A04G008070.10		
OG0065987	Ghir_A04G008070.11		
OG0065988	Ghir_A04G008070.6		
OG0065989	Ghir_A04G008070.7		
OG0065990	Ghir_A04G008070.8		
OG0065991	Ghir_A04G008070.9		
OG0065992	Ghir_A04G008070.3		
OG0065993	Ghir_A04G008070.4		
OG0065994	Ghir_A04G008070.5		
OG0065995	Ghir_A04G008090.1		
OG0065996	Ghir_A04G008100.1		
OG0065997	Ghir_A04G008230.1		
OG0065998	Ghir_A04G008240.1		
OG0065999	Ghir_A04G008280.1		
OG0066000	Ghir_A04G008280.3		
OG0066001	Ghir_A04G008290.1		
OG0066002	Ghir_A04G008320.1		
OG0066003	Ghir_A04G008350.1		
OG0066004	Ghir_A04G008400.2		
OG0066005	Ghir_A04G008410.3		
OG0066006	Ghir_A04G008410.4		
OG0066007	Ghir_A04G008410.1		
OG0066008	Ghir_A04G008430.2		
OG0066009	Ghir_A04G008430.3		
OG0066010	Ghir_A04G008430.4		
OG0066011	Ghir_A04G008480.1		
OG0066012	Ghir_A04G008490.1		
OG0066013	Ghir_A04G008500.1		
OG0066014	Ghir_A04G008550.4		
OG0066015	Ghir_A04G008550.2		
OG0066016	Ghir_A04G008550.3		
OG0066017	Ghir_A04G008560.2		
OG0066018	Ghir_A04G008640.9		
OG0066019	Ghir_A04G008640.4		
OG0066020	Ghir_A04G008710.1		
OG0066021	Ghir_A04G008730.1		
OG0066022	Ghir_A04G008740.2		
OG0066023	Ghir_A04G008750.1		
OG0066024	Ghir_A04G008770.2		
OG0066025	Ghir_A04G008820.2		
OG0066026	Ghir_A04G008860.3		
OG0066027	Ghir_A04G008860.4		
OG0066028	Ghir_A04G008860.5		
OG0066029	Ghir_A04G008860.6		
OG0066030	Ghir_A04G008860.1		
OG0066031	Ghir_A04G008860.2		
OG0066032	Ghir_A04G008880.1		
OG0066033	Ghir_A04G008890.1		
OG0066034	Ghir_A04G008950.1		
OG0066035	Ghir_A04G008970.2		
OG0066036	Ghir_A04G009040.5		
OG0066037	Ghir_A04G009040.6		
OG0066038	Ghir_A04G009040.7		
OG0066039	Ghir_A04G009040.2		
OG0066040	Ghir_A04G009040.3		
OG0066041	Ghir_A04G009040.4		
OG0066042	Ghir_A04G009050.2		
OG0066043	Ghir_A04G009080.1		
OG0066044	Ghir_A04G009140.2		
OG0066045	Ghir_A04G009170.1		
OG0066046	Ghir_A04G009240.1		
OG0066047	Ghir_A04G009250.2		
OG0066048	Ghir_A04G009280.2		
OG0066049	Ghir_A04G009290.1		
OG0066050	Ghir_A04G009290.2		
OG0066051	Ghir_A04G009290.3		
OG0066052	Ghir_A04G009290.4		
OG0066053	Ghir_A04G009330.1		
OG0066054	Ghir_A04G009370.1		
OG0066055	Ghir_A04G009400.1		
OG0066056	Ghir_A04G009410.1		
OG0066057	Ghir_A04G009440.1		
OG0066058	Ghir_A04G009430.1		
OG0066059	Ghir_A04G009490.1		
OG0066060	Ghir_A04G009540.1		
OG0066061	Ghir_A04G009590.1		
OG0066062	Ghir_A04G009610.1		
OG0066063	Ghir_A04G009610.2		
OG0066064	Ghir_A04G009610.3		
OG0066065	Ghir_A04G009630.1		
OG0066066	Ghir_A04G009650.1		
OG0066067	Ghir_A04G009680.1		
OG0066068	Ghir_A04G009700.1		
OG0066069	Ghir_A04G009730.1		
OG0066070	Ghir_A04G009770.1		
OG0066071	Ghir_A04G009770.4		
OG0066072	Ghir_A04G009770.5		
OG0066073	Ghir_A04G009780.1		
OG0066074	Ghir_A04G009790.3		
OG0066075	Ghir_A04G009810.1		
OG0066076	Ghir_A04G009840.1		
OG0066077	Ghir_A04G009850.2		
OG0066078	Ghir_A04G009850.4		
OG0066079	Ghir_A04G009890.1		
OG0066080	Ghir_A04G009900.2		
OG0066081	Ghir_A04G009960.2		
OG0066082	Ghir_A04G009960.3		
OG0066083	Ghir_A04G009980.1		
OG0066084	Ghir_A04G010010.1		
OG0066085	Ghir_A04G010020.1		
OG0066086	Ghir_A04G010040.1		
OG0066087	Ghir_A04G010050.1		
OG0066088	Ghir_A04G010050.3		
OG0066089	Ghir_A04G010070.1		
OG0066090	Ghir_A04G010080.1		
OG0066091	Ghir_A04G010120.2		
OG0066092	Ghir_A04G010120.3		
OG0066093	Ghir_A04G010130.2		
OG0066094	Ghir_A04G010190.3		
OG0066095	Ghir_A04G010200.1		
OG0066096	Ghir_A04G010220.2		
OG0066097	Ghir_A04G010220.3		
OG0066098	Ghir_A04G010230.1		
OG0066099	Ghir_A04G010260.2		
OG0066100	Ghir_A04G010370.2		
OG0066101	Ghir_A04G010370.1		
OG0066102	Ghir_A04G010390.1		
OG0066103	Ghir_A04G010430.1		
OG0066104	Ghir_A04G010450.2		
OG0066105	Ghir_A04G010450.4		
OG0066106	Ghir_A04G010470.2		
OG0066107	Ghir_A04G010470.3		
OG0066108	Ghir_A04G010490.3		
OG0066109	Ghir_A04G010490.4		
OG0066110	Ghir_A04G010500.1		
OG0066111	Ghir_A04G010560.1		
OG0066112	Ghir_A04G010600.2		
OG0066113	Ghir_A04G010610.1		
OG0066114	Ghir_A04G010630.1		
OG0066115	Ghir_A04G010650.1		
OG0066116	Ghir_A04G010660.7		
OG0066117	Ghir_A04G010660.8		
OG0066118	Ghir_A04G010660.2		
OG0066119	Ghir_A04G010660.4		
OG0066120	Ghir_A04G010660.5		
OG0066121	Ghir_A04G010670.2		
OG0066122	Ghir_A04G010720.1		
OG0066123	Ghir_A04G010730.1		
OG0066124	Ghir_A04G010740.17		
OG0066125	Ghir_A04G010740.11		
OG0066126	Ghir_A04G010740.12		
OG0066127	Ghir_A04G010740.13		
OG0066128	Ghir_A04G010740.14		
OG0066129	Ghir_A04G010740.15		
OG0066130	Ghir_A04G010740.16		
OG0066131	Ghir_A04G010740.10		
OG0066132	Ghir_A04G010740.1		
OG0066133	Ghir_A04G010740.3		
OG0066134	Ghir_A04G010740.4		
OG0066135	Ghir_A04G010740.5		
OG0066136	Ghir_A04G010740.6		
OG0066137	Ghir_A04G010740.7		
OG0066138	Ghir_A04G010740.8		
OG0066139	Ghir_A04G010800.1		
OG0066140	Ghir_A04G010830.2		
OG0066141	Ghir_A04G010840.1		
OG0066142	Ghir_A04G010850.1		
OG0066143	Ghir_A04G010910.2		
OG0066144	Ghir_A04G010950.6		
OG0066145	Ghir_A04G010980.3		
OG0066146	Ghir_A04G010980.4		
OG0066147	Ghir_A04G010980.5		
OG0066148	Ghir_A04G010980.6		
OG0066149	Ghir_A04G010980.7		
OG0066150	Ghir_A04G011000.1		
OG0066151	Ghir_A04G011020.2		
OG0066152	Ghir_A04G011040.1		
OG0066153	Ghir_A04G011040.3		
OG0066154	Ghir_A04G011040.4		
OG0066155	Ghir_A04G011050.1		
OG0066156	Ghir_A04G011080.1		
OG0066157	Ghir_A04G011090.1		
OG0066158	Ghir_A04G011100.2		
OG0066159	Ghir_A04G011120.1		
OG0066160	Ghir_A04G011210.1		
OG0066161	Ghir_A04G011230.1		
OG0066162	Ghir_A04G011290.1		
OG0066163	Ghir_A04G011320.5		
OG0066164	Ghir_A04G011320.2		
OG0066165	Ghir_A04G011350.1		
OG0066166	Ghir_A04G011390.1		
OG0066167	Ghir_A04G011410.1		
OG0066168	Ghir_A04G011430.1		
OG0066169	Ghir_A04G011450.2		
OG0066170	Ghir_A04G011470.1		
OG0066171	Ghir_A04G011490.3		
OG0066172	Ghir_A04G011490.2		
OG0066173	Ghir_A04G011510.1		
OG0066174	Ghir_A04G011520.2		
OG0066175	Ghir_A04G011550.1		
OG0066176	Ghir_A04G011640.1		
OG0066177	Ghir_A04G011660.2		
OG0066178	Ghir_A04G011670.1		
OG0066179	Ghir_A04G011690.1		
OG0066180	Ghir_A04G011690.2		
OG0066181	Ghir_A04G011710.1		
OG0066182	Ghir_A04G011710.2		
OG0066183	Ghir_A04G011730.1		
OG0066184	Ghir_A04G011740.1		
OG0066185	Ghir_A04G011790.1		
OG0066186	Ghir_A04G011820.2		
OG0066187	Ghir_A04G011860.2		
OG0066188	Ghir_A04G011880.1		
OG0066189	Ghir_A04G011900.2		
OG0066190	Ghir_A04G011920.2		
OG0066191	Ghir_A04G012020.1		
OG0066192	Ghir_A04G012040.2		
OG0066193	Ghir_A04G012070.1		
OG0066194	Ghir_A04G012080.1		
OG0066195	Ghir_A04G012090.1		
OG0066196	Ghir_A04G012160.1		
OG0066197	Ghir_A04G012180.1		
OG0066198	Ghir_A04G012190.1		
OG0066199	Ghir_A04G012210.1		
OG0066200	Ghir_A04G012270.2		
OG0066201	Ghir_A04G012270.5		
OG0066202	Ghir_A04G012280.1		
OG0066203	Ghir_A04G012290.1		
OG0066204	Ghir_A04G012360.2		
OG0066205	Ghir_A04G012430.1		
OG0066206	Ghir_A04G012500.1		
OG0066207	Ghir_A04G012520.1		
OG0066208	Ghir_A04G012530.1		
OG0066209	Ghir_A04G012540.1		
OG0066210	Ghir_A04G012620.1		
OG0066211	Ghir_A04G012630.1		
OG0066212	Ghir_A04G012700.1		
OG0066213	Ghir_A04G012710.1		
OG0066214	Ghir_A04G012720.1		
OG0066215	Ghir_A04G012750.1		
OG0066216	Ghir_A04G012760.1		
OG0066217	Ghir_A04G012770.1		
OG0066218	Ghir_A04G012790.2		
OG0066219	Ghir_A04G012810.1		
OG0066220	Ghir_A04G012820.2		
OG0066221	Ghir_A04G012850.1		
OG0066222	Ghir_A04G012870.2		
OG0066223	Ghir_A04G012910.2		
OG0066224	Ghir_A04G012920.1		
OG0066225	Ghir_A04G012970.3		
OG0066226	Ghir_A04G012970.4		
OG0066227	Ghir_A04G013060.8		
OG0066228	Ghir_A04G013060.3		
OG0066229	Ghir_A04G013100.1		
OG0066230	Ghir_A04G013100.2		
OG0066231	Ghir_A04G013100.3		
OG0066232	Ghir_A04G013100.4		
OG0066233	Ghir_A04G013130.1		
OG0066234	Ghir_A04G013140.1		
OG0066235	Ghir_A04G013200.1		
OG0066236	Ghir_A04G013200.3		
OG0066237	Ghir_A04G013200.4		
OG0066238	Ghir_A04G013220.2		
OG0066239	Ghir_A04G013270.1		
OG0066240	Ghir_A04G013280.1		
OG0066241	Ghir_A04G013300.1		
OG0066242	Ghir_A04G013310.2		
OG0066243	Ghir_A04G013370.1		
OG0066244	Ghir_A04G013380.1		
OG0066245	Ghir_A04G013370.3		
OG0066246	Ghir_A04G013430.1		
OG0066247	Ghir_A04G013490.2		
